year,race,age,pop,gender,.imp,deaths
2006,amind,0,34270,Male,1,0
2006,amind,0,34270,Male,2,0
2006,amind,0,34270,Male,3,0
2006,amind,0,34270,Male,4,0
2006,amind,0,34270,Male,5,0
2006,amind,0,34270,Male,6,0
2006,amind,0,34270,Male,7,0
2006,amind,0,34270,Male,8,0
2006,amind,0,34270,Male,9,0
2006,amind,0,34270,Male,10,0
2006,amind,1-4,129271,Male,1,0
2006,amind,1-4,129271,Male,2,0
2006,amind,1-4,129271,Male,3,0
2006,amind,1-4,129271,Male,4,0
2006,amind,1-4,129271,Male,5,0
2006,amind,1-4,129271,Male,6,0
2006,amind,1-4,129271,Male,7,0
2006,amind,1-4,129271,Male,8,0
2006,amind,1-4,129271,Male,9,0
2006,amind,1-4,129271,Male,10,0
2006,amind,5-9,158141,Male,1,0
2006,amind,5-9,158141,Male,2,0
2006,amind,5-9,158141,Male,3,0
2006,amind,5-9,158141,Male,4,0
2006,amind,5-9,158141,Male,5,0
2006,amind,5-9,158141,Male,6,0
2006,amind,5-9,158141,Male,7,0
2006,amind,5-9,158141,Male,8,0
2006,amind,5-9,158141,Male,9,0
2006,amind,5-9,158141,Male,10,0
2006,amind,10-14,174029,Male,1,0
2006,amind,10-14,174029,Male,2,0
2006,amind,10-14,174029,Male,3,0
2006,amind,10-14,174029,Male,4,0
2006,amind,10-14,174029,Male,5,0
2006,amind,10-14,174029,Male,6,0
2006,amind,10-14,174029,Male,7,0
2006,amind,10-14,174029,Male,8,0
2006,amind,10-14,174029,Male,9,0
2006,amind,10-14,174029,Male,10,0
2006,amind,15-19,187817,Male,1,2
2006,amind,15-19,187817,Male,2,2
2006,amind,15-19,187817,Male,3,2
2006,amind,15-19,187817,Male,4,2
2006,amind,15-19,187817,Male,5,4
2006,amind,15-19,187817,Male,6,2
2006,amind,15-19,187817,Male,7,3
2006,amind,15-19,187817,Male,8,2
2006,amind,15-19,187817,Male,9,4
2006,amind,15-19,187817,Male,10,2
2006,amind,20-24,171339,Male,1,4
2006,amind,20-24,171339,Male,2,3
2006,amind,20-24,171339,Male,3,3
2006,amind,20-24,171339,Male,4,4
2006,amind,20-24,171339,Male,5,6
2006,amind,20-24,171339,Male,6,2
2006,amind,20-24,171339,Male,7,3
2006,amind,20-24,171339,Male,8,3
2006,amind,20-24,171339,Male,9,5
2006,amind,20-24,171339,Male,10,2
2006,amind,25-29,146709,Male,1,1
2006,amind,25-29,146709,Male,2,1
2006,amind,25-29,146709,Male,3,1
2006,amind,25-29,146709,Male,4,2
2006,amind,25-29,146709,Male,5,2
2006,amind,25-29,146709,Male,6,5
2006,amind,25-29,146709,Male,7,2
2006,amind,25-29,146709,Male,8,2
2006,amind,25-29,146709,Male,9,3
2006,amind,25-29,146709,Male,10,1
2006,amind,30-34,132327,Male,1,0
2006,amind,30-34,132327,Male,2,0
2006,amind,30-34,132327,Male,3,0
2006,amind,30-34,132327,Male,4,1
2006,amind,30-34,132327,Male,5,1
2006,amind,30-34,132327,Male,6,0
2006,amind,30-34,132327,Male,7,2
2006,amind,30-34,132327,Male,8,0
2006,amind,30-34,132327,Male,9,2
2006,amind,30-34,132327,Male,10,1
2006,amind,35-39,130234,Male,1,1
2006,amind,35-39,130234,Male,2,2
2006,amind,35-39,130234,Male,3,1
2006,amind,35-39,130234,Male,4,2
2006,amind,35-39,130234,Male,5,2
2006,amind,35-39,130234,Male,6,3
2006,amind,35-39,130234,Male,7,2
2006,amind,35-39,130234,Male,8,2
2006,amind,35-39,130234,Male,9,2
2006,amind,35-39,130234,Male,10,2
2006,amind,40-44,132238,Male,1,3
2006,amind,40-44,132238,Male,2,2
2006,amind,40-44,132238,Male,3,2
2006,amind,40-44,132238,Male,4,3
2006,amind,40-44,132238,Male,5,2
2006,amind,40-44,132238,Male,6,2
2006,amind,40-44,132238,Male,7,2
2006,amind,40-44,132238,Male,8,2
2006,amind,40-44,132238,Male,9,2
2006,amind,40-44,132238,Male,10,1
2006,amind,45-49,122889,Male,1,1
2006,amind,45-49,122889,Male,2,1
2006,amind,45-49,122889,Male,3,2
2006,amind,45-49,122889,Male,4,1
2006,amind,45-49,122889,Male,5,2
2006,amind,45-49,122889,Male,6,1
2006,amind,45-49,122889,Male,7,1
2006,amind,45-49,122889,Male,8,2
2006,amind,45-49,122889,Male,9,2
2006,amind,45-49,122889,Male,10,1
2006,amind,50-54,101548,Male,1,0
2006,amind,50-54,101548,Male,2,0
2006,amind,50-54,101548,Male,3,1
2006,amind,50-54,101548,Male,4,0
2006,amind,50-54,101548,Male,5,0
2006,amind,50-54,101548,Male,6,0
2006,amind,50-54,101548,Male,7,0
2006,amind,50-54,101548,Male,8,0
2006,amind,50-54,101548,Male,9,0
2006,amind,50-54,101548,Male,10,0
2006,amind,55-59,80263,Male,1,0
2006,amind,55-59,80263,Male,2,0
2006,amind,55-59,80263,Male,3,0
2006,amind,55-59,80263,Male,4,0
2006,amind,55-59,80263,Male,5,0
2006,amind,55-59,80263,Male,6,0
2006,amind,55-59,80263,Male,7,1
2006,amind,55-59,80263,Male,8,0
2006,amind,55-59,80263,Male,9,0
2006,amind,55-59,80263,Male,10,0
2006,amind,60-64,52463,Male,1,0
2006,amind,60-64,52463,Male,2,0
2006,amind,60-64,52463,Male,3,0
2006,amind,60-64,52463,Male,4,0
2006,amind,60-64,52463,Male,5,0
2006,amind,60-64,52463,Male,6,0
2006,amind,60-64,52463,Male,7,0
2006,amind,60-64,52463,Male,8,0
2006,amind,60-64,52463,Male,9,1
2006,amind,60-64,52463,Male,10,0
2006,amind,65-69,36792,Male,1,0
2006,amind,65-69,36792,Male,2,0
2006,amind,65-69,36792,Male,3,0
2006,amind,65-69,36792,Male,4,0
2006,amind,65-69,36792,Male,5,0
2006,amind,65-69,36792,Male,6,0
2006,amind,65-69,36792,Male,7,0
2006,amind,65-69,36792,Male,8,0
2006,amind,65-69,36792,Male,9,0
2006,amind,65-69,36792,Male,10,0
2006,amind,70-74,24077,Male,1,0
2006,amind,70-74,24077,Male,2,0
2006,amind,70-74,24077,Male,3,0
2006,amind,70-74,24077,Male,4,0
2006,amind,70-74,24077,Male,5,0
2006,amind,70-74,24077,Male,6,0
2006,amind,70-74,24077,Male,7,0
2006,amind,70-74,24077,Male,8,0
2006,amind,70-74,24077,Male,9,0
2006,amind,70-74,24077,Male,10,0
2006,amind,75-79,15588,Male,1,0
2006,amind,75-79,15588,Male,2,0
2006,amind,75-79,15588,Male,3,0
2006,amind,75-79,15588,Male,4,0
2006,amind,75-79,15588,Male,5,0
2006,amind,75-79,15588,Male,6,0
2006,amind,75-79,15588,Male,7,0
2006,amind,75-79,15588,Male,8,0
2006,amind,75-79,15588,Male,9,0
2006,amind,75-79,15588,Male,10,0
2006,amind,80-84,8890,Male,1,0
2006,amind,80-84,8890,Male,2,0
2006,amind,80-84,8890,Male,3,0
2006,amind,80-84,8890,Male,4,0
2006,amind,80-84,8890,Male,5,0
2006,amind,80-84,8890,Male,6,0
2006,amind,80-84,8890,Male,7,0
2006,amind,80-84,8890,Male,8,0
2006,amind,80-84,8890,Male,9,0
2006,amind,80-84,8890,Male,10,0
2006,amind,85+,5505,Male,1,0
2006,amind,85+,5505,Male,2,0
2006,amind,85+,5505,Male,3,0
2006,amind,85+,5505,Male,4,0
2006,amind,85+,5505,Male,5,0
2006,amind,85+,5505,Male,6,0
2006,amind,85+,5505,Male,7,0
2006,amind,85+,5505,Male,8,0
2006,amind,85+,5505,Male,9,0
2006,amind,85+,5505,Male,10,0
2006,amind,0,33299,Female,1,0
2006,amind,0,33299,Female,2,0
2006,amind,0,33299,Female,3,0
2006,amind,0,33299,Female,4,0
2006,amind,0,33299,Female,5,0
2006,amind,0,33299,Female,6,0
2006,amind,0,33299,Female,7,0
2006,amind,0,33299,Female,8,0
2006,amind,0,33299,Female,9,0
2006,amind,0,33299,Female,10,0
2006,amind,1-4,126322,Female,1,0
2006,amind,1-4,126322,Female,2,0
2006,amind,1-4,126322,Female,3,0
2006,amind,1-4,126322,Female,4,0
2006,amind,1-4,126322,Female,5,0
2006,amind,1-4,126322,Female,6,0
2006,amind,1-4,126322,Female,7,0
2006,amind,1-4,126322,Female,8,0
2006,amind,1-4,126322,Female,9,0
2006,amind,1-4,126322,Female,10,0
2006,amind,5-9,152769,Female,1,0
2006,amind,5-9,152769,Female,2,0
2006,amind,5-9,152769,Female,3,0
2006,amind,5-9,152769,Female,4,0
2006,amind,5-9,152769,Female,5,0
2006,amind,5-9,152769,Female,6,0
2006,amind,5-9,152769,Female,7,0
2006,amind,5-9,152769,Female,8,0
2006,amind,5-9,152769,Female,9,0
2006,amind,5-9,152769,Female,10,0
2006,amind,10-14,171549,Female,1,0
2006,amind,10-14,171549,Female,2,0
2006,amind,10-14,171549,Female,3,0
2006,amind,10-14,171549,Female,4,0
2006,amind,10-14,171549,Female,5,0
2006,amind,10-14,171549,Female,6,0
2006,amind,10-14,171549,Female,7,0
2006,amind,10-14,171549,Female,8,0
2006,amind,10-14,171549,Female,9,0
2006,amind,10-14,171549,Female,10,0
2006,amind,15-19,176207,Female,1,0
2006,amind,15-19,176207,Female,2,0
2006,amind,15-19,176207,Female,3,0
2006,amind,15-19,176207,Female,4,0
2006,amind,15-19,176207,Female,5,0
2006,amind,15-19,176207,Female,6,0
2006,amind,15-19,176207,Female,7,0
2006,amind,15-19,176207,Female,8,0
2006,amind,15-19,176207,Female,9,0
2006,amind,15-19,176207,Female,10,0
2006,amind,20-24,154010,Female,1,1
2006,amind,20-24,154010,Female,2,0
2006,amind,20-24,154010,Female,3,0
2006,amind,20-24,154010,Female,4,0
2006,amind,20-24,154010,Female,5,0
2006,amind,20-24,154010,Female,6,0
2006,amind,20-24,154010,Female,7,0
2006,amind,20-24,154010,Female,8,0
2006,amind,20-24,154010,Female,9,0
2006,amind,20-24,154010,Female,10,0
2006,amind,25-29,137109,Female,1,0
2006,amind,25-29,137109,Female,2,0
2006,amind,25-29,137109,Female,3,0
2006,amind,25-29,137109,Female,4,0
2006,amind,25-29,137109,Female,5,1
2006,amind,25-29,137109,Female,6,0
2006,amind,25-29,137109,Female,7,0
2006,amind,25-29,137109,Female,8,1
2006,amind,25-29,137109,Female,9,0
2006,amind,25-29,137109,Female,10,0
2006,amind,30-34,130478,Female,1,0
2006,amind,30-34,130478,Female,2,0
2006,amind,30-34,130478,Female,3,0
2006,amind,30-34,130478,Female,4,0
2006,amind,30-34,130478,Female,5,0
2006,amind,30-34,130478,Female,6,0
2006,amind,30-34,130478,Female,7,0
2006,amind,30-34,130478,Female,8,0
2006,amind,30-34,130478,Female,9,0
2006,amind,30-34,130478,Female,10,0
2006,amind,35-39,131316,Female,1,0
2006,amind,35-39,131316,Female,2,0
2006,amind,35-39,131316,Female,3,0
2006,amind,35-39,131316,Female,4,0
2006,amind,35-39,131316,Female,5,0
2006,amind,35-39,131316,Female,6,0
2006,amind,35-39,131316,Female,7,0
2006,amind,35-39,131316,Female,8,0
2006,amind,35-39,131316,Female,9,1
2006,amind,35-39,131316,Female,10,0
2006,amind,40-44,134492,Female,1,0
2006,amind,40-44,134492,Female,2,0
2006,amind,40-44,134492,Female,3,0
2006,amind,40-44,134492,Female,4,0
2006,amind,40-44,134492,Female,5,0
2006,amind,40-44,134492,Female,6,0
2006,amind,40-44,134492,Female,7,0
2006,amind,40-44,134492,Female,8,0
2006,amind,40-44,134492,Female,9,0
2006,amind,40-44,134492,Female,10,0
2006,amind,45-49,128628,Female,1,0
2006,amind,45-49,128628,Female,2,0
2006,amind,45-49,128628,Female,3,0
2006,amind,45-49,128628,Female,4,0
2006,amind,45-49,128628,Female,5,0
2006,amind,45-49,128628,Female,6,0
2006,amind,45-49,128628,Female,7,0
2006,amind,45-49,128628,Female,8,1
2006,amind,45-49,128628,Female,9,0
2006,amind,45-49,128628,Female,10,0
2006,amind,50-54,108199,Female,1,0
2006,amind,50-54,108199,Female,2,0
2006,amind,50-54,108199,Female,3,0
2006,amind,50-54,108199,Female,4,0
2006,amind,50-54,108199,Female,5,0
2006,amind,50-54,108199,Female,6,0
2006,amind,50-54,108199,Female,7,0
2006,amind,50-54,108199,Female,8,0
2006,amind,50-54,108199,Female,9,0
2006,amind,50-54,108199,Female,10,0
2006,amind,55-59,85312,Female,1,0
2006,amind,55-59,85312,Female,2,0
2006,amind,55-59,85312,Female,3,0
2006,amind,55-59,85312,Female,4,0
2006,amind,55-59,85312,Female,5,0
2006,amind,55-59,85312,Female,6,0
2006,amind,55-59,85312,Female,7,0
2006,amind,55-59,85312,Female,8,0
2006,amind,55-59,85312,Female,9,0
2006,amind,55-59,85312,Female,10,0
2006,amind,60-64,56589,Female,1,0
2006,amind,60-64,56589,Female,2,0
2006,amind,60-64,56589,Female,3,0
2006,amind,60-64,56589,Female,4,0
2006,amind,60-64,56589,Female,5,0
2006,amind,60-64,56589,Female,6,0
2006,amind,60-64,56589,Female,7,0
2006,amind,60-64,56589,Female,8,0
2006,amind,60-64,56589,Female,9,0
2006,amind,60-64,56589,Female,10,0
2006,amind,65-69,40658,Female,1,0
2006,amind,65-69,40658,Female,2,0
2006,amind,65-69,40658,Female,3,0
2006,amind,65-69,40658,Female,4,0
2006,amind,65-69,40658,Female,5,0
2006,amind,65-69,40658,Female,6,0
2006,amind,65-69,40658,Female,7,0
2006,amind,65-69,40658,Female,8,0
2006,amind,65-69,40658,Female,9,0
2006,amind,65-69,40658,Female,10,0
2006,amind,70-74,29900,Female,1,0
2006,amind,70-74,29900,Female,2,0
2006,amind,70-74,29900,Female,3,0
2006,amind,70-74,29900,Female,4,0
2006,amind,70-74,29900,Female,5,0
2006,amind,70-74,29900,Female,6,0
2006,amind,70-74,29900,Female,7,0
2006,amind,70-74,29900,Female,8,0
2006,amind,70-74,29900,Female,9,0
2006,amind,70-74,29900,Female,10,0
2006,amind,75-79,21031,Female,1,0
2006,amind,75-79,21031,Female,2,0
2006,amind,75-79,21031,Female,3,0
2006,amind,75-79,21031,Female,4,0
2006,amind,75-79,21031,Female,5,0
2006,amind,75-79,21031,Female,6,0
2006,amind,75-79,21031,Female,7,0
2006,amind,75-79,21031,Female,8,0
2006,amind,75-79,21031,Female,9,0
2006,amind,75-79,21031,Female,10,0
2006,amind,80-84,13899,Female,1,0
2006,amind,80-84,13899,Female,2,0
2006,amind,80-84,13899,Female,3,0
2006,amind,80-84,13899,Female,4,0
2006,amind,80-84,13899,Female,5,0
2006,amind,80-84,13899,Female,6,0
2006,amind,80-84,13899,Female,7,0
2006,amind,80-84,13899,Female,8,0
2006,amind,80-84,13899,Female,9,0
2006,amind,80-84,13899,Female,10,0
2006,amind,85+,11526,Female,1,0
2006,amind,85+,11526,Female,2,0
2006,amind,85+,11526,Female,3,0
2006,amind,85+,11526,Female,4,0
2006,amind,85+,11526,Female,5,0
2006,amind,85+,11526,Female,6,0
2006,amind,85+,11526,Female,7,0
2006,amind,85+,11526,Female,8,0
2006,amind,85+,11526,Female,9,0
2006,amind,85+,11526,Female,10,0
2006,asian,0,111906,Male,1,0
2006,asian,0,111906,Male,2,0
2006,asian,0,111906,Male,3,0
2006,asian,0,111906,Male,4,0
2006,asian,0,111906,Male,5,0
2006,asian,0,111906,Male,6,0
2006,asian,0,111906,Male,7,0
2006,asian,0,111906,Male,8,0
2006,asian,0,111906,Male,9,0
2006,asian,0,111906,Male,10,0
2006,asian,1-4,440971,Male,1,0
2006,asian,1-4,440971,Male,2,0
2006,asian,1-4,440971,Male,3,0
2006,asian,1-4,440971,Male,4,1
2006,asian,1-4,440971,Male,5,0
2006,asian,1-4,440971,Male,6,0
2006,asian,1-4,440971,Male,7,0
2006,asian,1-4,440971,Male,8,0
2006,asian,1-4,440971,Male,9,0
2006,asian,1-4,440971,Male,10,0
2006,asian,5-9,498606,Male,1,0
2006,asian,5-9,498606,Male,2,0
2006,asian,5-9,498606,Male,3,0
2006,asian,5-9,498606,Male,4,0
2006,asian,5-9,498606,Male,5,0
2006,asian,5-9,498606,Male,6,0
2006,asian,5-9,498606,Male,7,0
2006,asian,5-9,498606,Male,8,0
2006,asian,5-9,498606,Male,9,0
2006,asian,5-9,498606,Male,10,0
2006,asian,10-14,514989,Male,1,0
2006,asian,10-14,514989,Male,2,0
2006,asian,10-14,514989,Male,3,0
2006,asian,10-14,514989,Male,4,0
2006,asian,10-14,514989,Male,5,0
2006,asian,10-14,514989,Male,6,0
2006,asian,10-14,514989,Male,7,0
2006,asian,10-14,514989,Male,8,0
2006,asian,10-14,514989,Male,9,0
2006,asian,10-14,514989,Male,10,0
2006,asian,15-19,542409,Male,1,4
2006,asian,15-19,542409,Male,2,4
2006,asian,15-19,542409,Male,3,7
2006,asian,15-19,542409,Male,4,4
2006,asian,15-19,542409,Male,5,5
2006,asian,15-19,542409,Male,6,4
2006,asian,15-19,542409,Male,7,4
2006,asian,15-19,542409,Male,8,5
2006,asian,15-19,542409,Male,9,4
2006,asian,15-19,542409,Male,10,4
2006,asian,20-24,607409,Male,1,4
2006,asian,20-24,607409,Male,2,3
2006,asian,20-24,607409,Male,3,3
2006,asian,20-24,607409,Male,4,4
2006,asian,20-24,607409,Male,5,5
2006,asian,20-24,607409,Male,6,5
2006,asian,20-24,607409,Male,7,5
2006,asian,20-24,607409,Male,8,5
2006,asian,20-24,607409,Male,9,4
2006,asian,20-24,607409,Male,10,5
2006,asian,25-29,645409,Male,1,3
2006,asian,25-29,645409,Male,2,3
2006,asian,25-29,645409,Male,3,2
2006,asian,25-29,645409,Male,4,4
2006,asian,25-29,645409,Male,5,3
2006,asian,25-29,645409,Male,6,2
2006,asian,25-29,645409,Male,7,3
2006,asian,25-29,645409,Male,8,3
2006,asian,25-29,645409,Male,9,3
2006,asian,25-29,645409,Male,10,2
2006,asian,30-34,657898,Male,1,3
2006,asian,30-34,657898,Male,2,2
2006,asian,30-34,657898,Male,3,5
2006,asian,30-34,657898,Male,4,6
2006,asian,30-34,657898,Male,5,4
2006,asian,30-34,657898,Male,6,3
2006,asian,30-34,657898,Male,7,3
2006,asian,30-34,657898,Male,8,4
2006,asian,30-34,657898,Male,9,2
2006,asian,30-34,657898,Male,10,3
2006,asian,35-39,612321,Male,1,1
2006,asian,35-39,612321,Male,2,1
2006,asian,35-39,612321,Male,3,3
2006,asian,35-39,612321,Male,4,2
2006,asian,35-39,612321,Male,5,1
2006,asian,35-39,612321,Male,6,4
2006,asian,35-39,612321,Male,7,1
2006,asian,35-39,612321,Male,8,3
2006,asian,35-39,612321,Male,9,3
2006,asian,35-39,612321,Male,10,2
2006,asian,40-44,556143,Male,1,2
2006,asian,40-44,556143,Male,2,0
2006,asian,40-44,556143,Male,3,0
2006,asian,40-44,556143,Male,4,1
2006,asian,40-44,556143,Male,5,0
2006,asian,40-44,556143,Male,6,2
2006,asian,40-44,556143,Male,7,4
2006,asian,40-44,556143,Male,8,0
2006,asian,40-44,556143,Male,9,0
2006,asian,40-44,556143,Male,10,2
2006,asian,45-49,502875,Male,1,2
2006,asian,45-49,502875,Male,2,1
2006,asian,45-49,502875,Male,3,1
2006,asian,45-49,502875,Male,4,1
2006,asian,45-49,502875,Male,5,1
2006,asian,45-49,502875,Male,6,1
2006,asian,45-49,502875,Male,7,1
2006,asian,45-49,502875,Male,8,3
2006,asian,45-49,502875,Male,9,1
2006,asian,45-49,502875,Male,10,1
2006,asian,50-54,436390,Male,1,0
2006,asian,50-54,436390,Male,2,0
2006,asian,50-54,436390,Male,3,0
2006,asian,50-54,436390,Male,4,1
2006,asian,50-54,436390,Male,5,0
2006,asian,50-54,436390,Male,6,0
2006,asian,50-54,436390,Male,7,0
2006,asian,50-54,436390,Male,8,0
2006,asian,50-54,436390,Male,9,0
2006,asian,50-54,436390,Male,10,0
2006,asian,55-59,362932,Male,1,1
2006,asian,55-59,362932,Male,2,2
2006,asian,55-59,362932,Male,3,1
2006,asian,55-59,362932,Male,4,1
2006,asian,55-59,362932,Male,5,1
2006,asian,55-59,362932,Male,6,1
2006,asian,55-59,362932,Male,7,0
2006,asian,55-59,362932,Male,8,1
2006,asian,55-59,362932,Male,9,0
2006,asian,55-59,362932,Male,10,0
2006,asian,60-64,251079,Male,1,0
2006,asian,60-64,251079,Male,2,0
2006,asian,60-64,251079,Male,3,1
2006,asian,60-64,251079,Male,4,0
2006,asian,60-64,251079,Male,5,0
2006,asian,60-64,251079,Male,6,1
2006,asian,60-64,251079,Male,7,0
2006,asian,60-64,251079,Male,8,0
2006,asian,60-64,251079,Male,9,0
2006,asian,60-64,251079,Male,10,0
2006,asian,65-69,194080,Male,1,0
2006,asian,65-69,194080,Male,2,0
2006,asian,65-69,194080,Male,3,0
2006,asian,65-69,194080,Male,4,0
2006,asian,65-69,194080,Male,5,0
2006,asian,65-69,194080,Male,6,0
2006,asian,65-69,194080,Male,7,0
2006,asian,65-69,194080,Male,8,1
2006,asian,65-69,194080,Male,9,0
2006,asian,65-69,194080,Male,10,0
2006,asian,70-74,138161,Male,1,0
2006,asian,70-74,138161,Male,2,0
2006,asian,70-74,138161,Male,3,0
2006,asian,70-74,138161,Male,4,0
2006,asian,70-74,138161,Male,5,1
2006,asian,70-74,138161,Male,6,0
2006,asian,70-74,138161,Male,7,0
2006,asian,70-74,138161,Male,8,0
2006,asian,70-74,138161,Male,9,0
2006,asian,70-74,138161,Male,10,0
2006,asian,75-79,95745,Male,1,0
2006,asian,75-79,95745,Male,2,0
2006,asian,75-79,95745,Male,3,0
2006,asian,75-79,95745,Male,4,0
2006,asian,75-79,95745,Male,5,0
2006,asian,75-79,95745,Male,6,0
2006,asian,75-79,95745,Male,7,0
2006,asian,75-79,95745,Male,8,0
2006,asian,75-79,95745,Male,9,0
2006,asian,75-79,95745,Male,10,1
2006,asian,80-84,60877,Male,1,0
2006,asian,80-84,60877,Male,2,0
2006,asian,80-84,60877,Male,3,0
2006,asian,80-84,60877,Male,4,0
2006,asian,80-84,60877,Male,5,0
2006,asian,80-84,60877,Male,6,1
2006,asian,80-84,60877,Male,7,0
2006,asian,80-84,60877,Male,8,0
2006,asian,80-84,60877,Male,9,0
2006,asian,80-84,60877,Male,10,0
2006,asian,85+,41403,Male,1,0
2006,asian,85+,41403,Male,2,0
2006,asian,85+,41403,Male,3,0
2006,asian,85+,41403,Male,4,0
2006,asian,85+,41403,Male,5,0
2006,asian,85+,41403,Male,6,0
2006,asian,85+,41403,Male,7,0
2006,asian,85+,41403,Male,8,0
2006,asian,85+,41403,Male,9,0
2006,asian,85+,41403,Male,10,0
2006,asian,0,106070,Female,1,0
2006,asian,0,106070,Female,2,0
2006,asian,0,106070,Female,3,0
2006,asian,0,106070,Female,4,0
2006,asian,0,106070,Female,5,0
2006,asian,0,106070,Female,6,0
2006,asian,0,106070,Female,7,0
2006,asian,0,106070,Female,8,0
2006,asian,0,106070,Female,9,0
2006,asian,0,106070,Female,10,0
2006,asian,1-4,428200,Female,1,0
2006,asian,1-4,428200,Female,2,0
2006,asian,1-4,428200,Female,3,0
2006,asian,1-4,428200,Female,4,0
2006,asian,1-4,428200,Female,5,0
2006,asian,1-4,428200,Female,6,0
2006,asian,1-4,428200,Female,7,0
2006,asian,1-4,428200,Female,8,0
2006,asian,1-4,428200,Female,9,0
2006,asian,1-4,428200,Female,10,0
2006,asian,5-9,497223,Female,1,0
2006,asian,5-9,497223,Female,2,0
2006,asian,5-9,497223,Female,3,0
2006,asian,5-9,497223,Female,4,0
2006,asian,5-9,497223,Female,5,0
2006,asian,5-9,497223,Female,6,0
2006,asian,5-9,497223,Female,7,0
2006,asian,5-9,497223,Female,8,0
2006,asian,5-9,497223,Female,9,0
2006,asian,5-9,497223,Female,10,0
2006,asian,10-14,494030,Female,1,0
2006,asian,10-14,494030,Female,2,0
2006,asian,10-14,494030,Female,3,0
2006,asian,10-14,494030,Female,4,0
2006,asian,10-14,494030,Female,5,0
2006,asian,10-14,494030,Female,6,0
2006,asian,10-14,494030,Female,7,0
2006,asian,10-14,494030,Female,8,0
2006,asian,10-14,494030,Female,9,0
2006,asian,10-14,494030,Female,10,0
2006,asian,15-19,514388,Female,1,0
2006,asian,15-19,514388,Female,2,0
2006,asian,15-19,514388,Female,3,0
2006,asian,15-19,514388,Female,4,0
2006,asian,15-19,514388,Female,5,0
2006,asian,15-19,514388,Female,6,0
2006,asian,15-19,514388,Female,7,0
2006,asian,15-19,514388,Female,8,1
2006,asian,15-19,514388,Female,9,0
2006,asian,15-19,514388,Female,10,0
2006,asian,20-24,596116,Female,1,0
2006,asian,20-24,596116,Female,2,0
2006,asian,20-24,596116,Female,3,0
2006,asian,20-24,596116,Female,4,0
2006,asian,20-24,596116,Female,5,0
2006,asian,20-24,596116,Female,6,0
2006,asian,20-24,596116,Female,7,1
2006,asian,20-24,596116,Female,8,0
2006,asian,20-24,596116,Female,9,0
2006,asian,20-24,596116,Female,10,0
2006,asian,25-29,702309,Female,1,0
2006,asian,25-29,702309,Female,2,0
2006,asian,25-29,702309,Female,3,0
2006,asian,25-29,702309,Female,4,0
2006,asian,25-29,702309,Female,5,0
2006,asian,25-29,702309,Female,6,0
2006,asian,25-29,702309,Female,7,0
2006,asian,25-29,702309,Female,8,0
2006,asian,25-29,702309,Female,9,1
2006,asian,25-29,702309,Female,10,0
2006,asian,30-34,708596,Female,1,0
2006,asian,30-34,708596,Female,2,0
2006,asian,30-34,708596,Female,3,0
2006,asian,30-34,708596,Female,4,0
2006,asian,30-34,708596,Female,5,1
2006,asian,30-34,708596,Female,6,0
2006,asian,30-34,708596,Female,7,0
2006,asian,30-34,708596,Female,8,0
2006,asian,30-34,708596,Female,9,0
2006,asian,30-34,708596,Female,10,0
2006,asian,35-39,670706,Female,1,0
2006,asian,35-39,670706,Female,2,1
2006,asian,35-39,670706,Female,3,0
2006,asian,35-39,670706,Female,4,0
2006,asian,35-39,670706,Female,5,0
2006,asian,35-39,670706,Female,6,0
2006,asian,35-39,670706,Female,7,0
2006,asian,35-39,670706,Female,8,0
2006,asian,35-39,670706,Female,9,0
2006,asian,35-39,670706,Female,10,0
2006,asian,40-44,610899,Female,1,0
2006,asian,40-44,610899,Female,2,0
2006,asian,40-44,610899,Female,3,0
2006,asian,40-44,610899,Female,4,0
2006,asian,40-44,610899,Female,5,0
2006,asian,40-44,610899,Female,6,0
2006,asian,40-44,610899,Female,7,0
2006,asian,40-44,610899,Female,8,0
2006,asian,40-44,610899,Female,9,0
2006,asian,40-44,610899,Female,10,0
2006,asian,45-49,566819,Female,1,1
2006,asian,45-49,566819,Female,2,0
2006,asian,45-49,566819,Female,3,0
2006,asian,45-49,566819,Female,4,0
2006,asian,45-49,566819,Female,5,0
2006,asian,45-49,566819,Female,6,0
2006,asian,45-49,566819,Female,7,1
2006,asian,45-49,566819,Female,8,0
2006,asian,45-49,566819,Female,9,2
2006,asian,45-49,566819,Female,10,0
2006,asian,50-54,510275,Female,1,1
2006,asian,50-54,510275,Female,2,1
2006,asian,50-54,510275,Female,3,1
2006,asian,50-54,510275,Female,4,1
2006,asian,50-54,510275,Female,5,1
2006,asian,50-54,510275,Female,6,1
2006,asian,50-54,510275,Female,7,1
2006,asian,50-54,510275,Female,8,1
2006,asian,50-54,510275,Female,9,1
2006,asian,50-54,510275,Female,10,1
2006,asian,55-59,434287,Female,1,1
2006,asian,55-59,434287,Female,2,0
2006,asian,55-59,434287,Female,3,0
2006,asian,55-59,434287,Female,4,0
2006,asian,55-59,434287,Female,5,0
2006,asian,55-59,434287,Female,6,1
2006,asian,55-59,434287,Female,7,0
2006,asian,55-59,434287,Female,8,0
2006,asian,55-59,434287,Female,9,0
2006,asian,55-59,434287,Female,10,0
2006,asian,60-64,294760,Female,1,0
2006,asian,60-64,294760,Female,2,0
2006,asian,60-64,294760,Female,3,0
2006,asian,60-64,294760,Female,4,0
